"Order_No.","X.Time.from.Pickup.to.Arrival"
"Order_No_24356",1240.4488267783
"Order_No_17892",3373.91616932465
"Order_No_5074",1921.37957861891
"Order_No_4254",2279.21982720472
"Order_No_27863",1357.32113538039
"Order_No_23195",2156.58939297776
"Order_No_19275",941.755668929171
"Order_No_8677",1509.90956989803
"Order_No_11312",942.501280484339
"Order_No_3768",995.450711270334
"Order_No_4518",1263.91185259569
"Order_No_8788",1306.98104610167
"Order_No_6651",1298.58637145831
"Order_No_10199",1025.42016657543
"Order_No_12643",2774.36521750644
"Order_No_11349",1380.56041568607
"Order_No_7475",986.610193218296
"Order_No_21786",1373.58621297198
"Order_No_22526",1205.12811692534
"Order_No_5858",1248.03330410275
"Order_No_21843",1066.10143365075
"Order_No_19003",1312.86102806754
"Order_No_11428",2766.57249220049
"Order_No_9790",1525.39402604265
"Order_No_5958",1417.41607487744
"Order_No_1584",2287.32734147718
"Order_No_87",883.212844732732
"Order_No_17640",548.492555826545
"Order_No_13646",1810.41951307498
"Order_No_23963",939.467008286719
"Order_No_15060",1033.23857712886
"Order_No_3406",1040.40527595529
"Order_No_27259",2066.77715845606
"Order_No_15897",1361.36649278132
"Order_No_14016",1365.28784393268
"Order_No_8539",2427.79433767924
"Order_No_9036",2025.52530215065
"Order_No_13316",1391.55789210141
"Order_No_26379",993.780978765771
"Order_No_24334",1477.03641312879
"Order_No_9210",1071.90775623124
"Order_No_9930",1520.54452703868
"Order_No_7220",1541.40593202722
"Order_No_5576",1042.7256302466
"Order_No_39",1932.65079811512
"Order_No_6465",979.245447693353
"Order_No_6429",1072.51827445512
"Order_No_19439",1302.04438009024
"Order_No_7683",1411.39029924699
"Order_No_5723",815.444279710206
"Order_No_1536",1304.25648944078
"Order_No_5526",2132.75228033972
"Order_No_4095",984.977396337956
"Order_No_6575",1434.60875124873
"Order_No_20185",1020.22430257407
"Order_No_7939",856.144762547983
"Order_No_19197",952.195984778953
"Order_No_24755",1510.64896523119
"Order_No_8648",1471.52404514102
"Order_No_12190",2312.82858096481
"Order_No_13630",1619.1195907445
"Order_No_12549",1456.15573936839
"Order_No_19540",806.460388075509
"Order_No_25376",1621.64552190214
"Order_No_19723",1140.26206736606
"Order_No_15760",2102.00714625857
"Order_No_2792",816.751026756217
"Order_No_16686",1431.14455377498
"Order_No_16251",1448.08679788962
"Order_No_10240",1597.9975237825
"Order_No_14598",1490.67610991925
"Order_No_27411",1949.23154205627
"Order_No_10243",1385.3416131803
"Order_No_769",1557.23970914434
"Order_No_923",1317.63337461062
"Order_No_7565",912.743129864298
"Order_No_4850",1224.09627553315
"Order_No_5438",1309.42977059693
"Order_No_15858",1952.36514481393
"Order_No_27699",1717.51276560814
"Order_No_21586",3442.393263318
"Order_No_20598",1785.35849132426
"Order_No_677",1055.35998810768
"Order_No_14213",1342.72051049787
"Order_No_11397",1643.55758865046
"Order_No_13490",1673.76792979897
"Order_No_26563",1402.65133878945
"Order_No_28091",1310.92506600562
"Order_No_282",1655.73124351297
"Order_No_13240",1882.0904637553
"Order_No_11454",1454.6418164232
"Order_No_18973",1420.99389489029
"Order_No_14912",1429.42565295378
"Order_No_8624",922.186819902661
"Order_No_26874",1519.34613227286
"Order_No_21486",1552.35595736057
"Order_No_6578",1118.26288802452
"Order_No_9873",1155.11472310002
"Order_No_13274",1912.81062766768
"Order_No_20741",1938.06241011133
"Order_No_20255",1495.06463939241
"Order_No_12310",1910.53867986559
"Order_No_5117",755.494851165437
"Order_No_18893",2139.22806780462
"Order_No_786",1192.50763418441
"Order_No_5745",2376.20455335601
"Order_No_5518",1601.01143205334
"Order_No_25758",867.312218504628
"Order_No_15450",2115.85356930389
"Order_No_16462",1296.72146871423
"Order_No_23107",1477.56795883682
"Order_No_23679",999.798959200553
"Order_No_13926",1930.80481784028
"Order_No_21677",1411.86240362893
"Order_No_3949",2170.8423936252
"Order_No_10169",1408.00843726568
"Order_No_5897",1701.46008154154
"Order_No_22325",1618.13180904066
"Order_No_11296",967.240458495158
"Order_No_16112",1496.11042212313
"Order_No_20966",1105.56584045107
"Order_No_15758",1151.32275319489
"Order_No_5343",1947.99201552121
"Order_No_20993",1963.00987184738
"Order_No_25191",1201.13277665558
"Order_No_9145",830.523205390919
"Order_No_24603",1560.37193616484
"Order_No_15630",1016.8164162999
"Order_No_12216",1645.12767463947
"Order_No_12712",1874.17509857897
"Order_No_21576",1845.20097874341
"Order_No_23822",1372.39254379507
"Order_No_10675",1085.06793594386
"Order_No_1294",1965.92685167366
"Order_No_14310",1911.62317467723
"Order_No_4032",1465.36248469569
"Order_No_7107",2670.22351163023
"Order_No_15309",1278.74727741444
"Order_No_24187",2120.98043610653
"Order_No_22812",1122.56219995623
"Order_No_605",1746.38855642797
"Order_No_4198",1562.30937462443
"Order_No_17273",3502.48729395016
"Order_No_27576",1630.46363187597
"Order_No_20612",1815.55278222208
"Order_No_17320",747.514702964724
"Order_No_23334",1608.68801146149
"Order_No_11611",1829.99134613757
"Order_No_4443",1301.29424613728
"Order_No_4514",886.853505510684
"Order_No_19828",3676.89631198472
"Order_No_6459",2496.07577010454
"Order_No_18483",1942.15816507739
"Order_No_4504",1391.29667208535
"Order_No_7814",2528.35933842828
"Order_No_14554",1480.99169965065
"Order_No_7916",1264.77008765082
"Order_No_22231",743.82333419532
"Order_No_23538",1841.618878094
"Order_No_13962",960.293048340372
"Order_No_19650",934.729717326727
"Order_No_26678",2204.73472609177
"Order_No_24273",2848.3567310306
"Order_No_4880",1398.21041412632
"Order_No_7791",1836.47026791472
"Order_No_15866",1195.01381614384
"Order_No_2059",1652.50910038426
"Order_No_5899",2003.46455701139
"Order_No_14636",1454.29224658596
"Order_No_7286",1223.62478806974
"Order_No_8398",1474.93495545678
"Order_No_10001",1159.2304771886
"Order_No_1324",1368.15091797187
"Order_No_6596",2190.18183984104
"Order_No_16904",1506.46826762507
"Order_No_5195",1211.9226248772
"Order_No_18430",1827.45829455778
"Order_No_5755",1880.73158933991
"Order_No_22502",836.625896753951
"Order_No_19956",1982.66061350685
"Order_No_9812",1035.17668955184
"Order_No_21781",826.773855103696
"Order_No_19719",895.011975114385
"Order_No_1220",1178.27008920513
"Order_No_7770",1519.3580970603
"Order_No_20358",2823.22090506562
"Order_No_16267",964.366548998526
"Order_No_15725",1006.54646435336
"Order_No_14641",1967.57347913387
"Order_No_17654",977.755014060077
"Order_No_3571",1625.53480661384
"Order_No_16851",850.539841744345
"Order_No_22252",1008.51705160197
"Order_No_12892",629.486122478061
"Order_No_9029",1288.32355954962
"Order_No_23373",1084.90651644823
"Order_No_21832",2091.02426520306
"Order_No_14121",1123.29434375752
"Order_No_6610",1202.11343620567
"Order_No_25857",1994.36898989112
"Order_No_3061",663.558212803573
"Order_No_27749",1152.91652886367
"Order_No_18092",1373.98500640854
"Order_No_25715",1530.53464842154
"Order_No_10350",1563.0973908176
"Order_No_8229",2318.04771490478
"Order_No_27857",1034.65512191438
"Order_No_21721",2453.95336897974
"Order_No_24121",1958.03684559502
"Order_No_20879",1273.51773598529
"Order_No_17356",1068.08587769014
"Order_No_13869",1249.40257686304
"Order_No_17421",2161.36298377821
"Order_No_19906",1222.14797372814
"Order_No_12999",1038.92015812638
"Order_No_14200",1405.01976617828
"Order_No_18895",1778.27866578465
"Order_No_14186",1135.48931157653
"Order_No_16825",1072.99209034138
"Order_No_19578",1057.97146199518
"Order_No_22169",2166.5390037995
"Order_No_8928",2344.60762228658
"Order_No_22970",1359.93494927976
"Order_No_5504",3748.70946669115
"Order_No_19277",1195.85383830366
"Order_No_15396",1543.61659448374
"Order_No_18969",1903.00016925626
"Order_No_3980",1308.43915775911
"Order_No_17306",1460.26127532504
"Order_No_25747",1186.09675110832
"Order_No_2749",1108.89430809046
"Order_No_2453",1524.59371479775
"Order_No_8431",983.30813578949
"Order_No_24710",1407.91657260647
"Order_No_1013",1474.74086695518
"Order_No_25574",1592.14073951561
"Order_No_984",2165.91598599891
"Order_No_18289",2071.07761731778
"Order_No_12289",2300.27555825298
"Order_No_9789",2043.06153530833
"Order_No_22418",1996.73373359106
"Order_No_20762",1507.60072420568
"Order_No_8354",1320.39457372871
"Order_No_12910",904.081306868156
"Order_No_21283",1152.52667861356
"Order_No_21032",2085.29618844385
"Order_No_10111",856.273503857111
"Order_No_16188",1505.25147279076
"Order_No_26761",1662.06104764733
"Order_No_25610",1166.61337401342
"Order_No_20686",1126.45901614473
"Order_No_22107",1429.90919976004
"Order_No_7580",1991.82265281441
"Order_No_16847",1552.03046084424
"Order_No_1449",1675.58186272856
"Order_No_10022",1335.43449241446
"Order_No_8689",1129.46251534511
"Order_No_15490",1233.76908337366
"Order_No_20643",676.555280615868
"Order_No_23287",2341.41921651968
"Order_No_25576",1025.42723058538
"Order_No_24590",1458.90858430263
"Order_No_2263",2040.77506096278
"Order_No_19336",1947.8006405991
"Order_No_18882",2079.66781779058
"Order_No_27766",2486.20057965373
"Order_No_7801",1643.57262216626
"Order_No_19428",1312.85401663089
"Order_No_23924",1337.06009290619
"Order_No_15375",3992.13928065881
"Order_No_17196",1317.2925172071
"Order_No_19442",1049.19392567683
"Order_No_8680",1613.34054056116
"Order_No_9759",884.591824454967
"Order_No_16868",1436.30845306103
"Order_No_11783",2153.7457510178
"Order_No_5970",1589.8127147412
"Order_No_7186",1422.71361530442
"Order_No_9644",2568.12346957264
"Order_No_27646",857.843062001284
"Order_No_23592",1432.41188176257
"Order_No_3984",1139.87453816278
"Order_No_27071",1771.78150725173
"Order_No_5488",1705.82861115129
"Order_No_25210",740.417326879259
"Order_No_23985",1792.96506609846
"Order_No_18009",1196.62313222748
"Order_No_25282",897.600519722048
"Order_No_2029",2622.14238607525
"Order_No_17703",1216.03446994415
"Order_No_22539",1116.70089027917
"Order_No_16883",2998.27572177836
"Order_No_17083",2454.77075186414
"Order_No_10193",987.003135131613
"Order_No_25629",2456.9086159887
"Order_No_784",1023.54988059575
"Order_No_13429",1394.56107967326
"Order_No_3427",1617.3842663723
"Order_No_21473",1312.97145100392
"Order_No_1162",2190.22775282706
"Order_No_604",1541.216524344
"Order_No_11781",1648.95172820167
"Order_No_14298",1209.0400012724
"Order_No_9695",1552.84908516082
"Order_No_6582",1450.62088519014
"Order_No_25726",1349.480186126
"Order_No_11901",1450.32333697467
"Order_No_27638",1456.32213589329
"Order_No_3773",1671.14808776182
"Order_No_16833",1081.51574381631
"Order_No_15992",858.575911655796
"Order_No_25710",1036.35382914694
"Order_No_27634",1809.42151117295
"Order_No_1867",1672.57631167531
"Order_No_11273",1556.11706045757
"Order_No_25598",1367.78463185292
"Order_No_10946",2037.08748884376
"Order_No_804",1447.40086592855
"Order_No_23033",1492.06235153926
"Order_No_8896",835.192783751514
"Order_No_4580",2235.84104168261
"Order_No_127",2044.26419353681
"Order_No_13178",1865.3455193091
"Order_No_15234",1254.02606900007
"Order_No_8813",1094.75464453875
"Order_No_20137",989.65137311692
"Order_No_6985",1500.13229572905
"Order_No_12502",1733.16994524531
"Order_No_319",1984.30795170552
"Order_No_28068",2364.55298901467
"Order_No_12463",1378.92821637762
"Order_No_19344",1531.19874796051
"Order_No_19624",2458.24161535293
"Order_No_23577",1201.00128938119
"Order_No_21017",1997.86843890259
"Order_No_11014",1305.36698958297
"Order_No_26841",1450.69288071916
"Order_No_18107",1402.30305455691
"Order_No_9527",1163.1205610298
"Order_No_15093",1875.36980589564
"Order_No_24254",1628.50042938098
"Order_No_1434",1207.89125786887
"Order_No_7131",2385.40946426753
"Order_No_5297",925.390512920237
"Order_No_13640",1678.74924296098
"Order_No_11893",2582.61238569581
"Order_No_22940",1230.92277364703
"Order_No_26272",1331.95332928093
"Order_No_9408",996.461368818181
"Order_No_15094",1677.90793227789
"Order_No_9956",2833.86410390324
"Order_No_21383",1442.89695323512
"Order_No_19182",1881.13979298186
"Order_No_16683",2614.34467850205
"Order_No_16381",1203.74490261489
"Order_No_16445",2470.98882658576
"Order_No_6257",1149.49508047417
"Order_No_23651",1570.88413826502
"Order_No_13317",1533.84309762845
"Order_No_20291",1421.85963735275
"Order_No_22958",1399.49836609033
"Order_No_14227",1861.48578105673
"Order_No_11052",2599.46386415839
"Order_No_4685",1080.88367285974
"Order_No_7783",1891.91723656288
"Order_No_14157",2816.18157379811
"Order_No_21015",917.668400939012
"Order_No_2556",1106.74667842109
"Order_No_14255",1327.32876819674
"Order_No_22151",2486.76854593941
"Order_No_10327",1568.79635406932
"Order_No_10546",826.197462837432
"Order_No_24729",2352.9181472368
"Order_No_9010",1362.33493066525
"Order_No_1964",1265.55909487432
"Order_No_24782",1559.70101597874
"Order_No_2574",1663.69999031443
"Order_No_21982",1238.45952786389
"Order_No_2550",3724.1764027491
"Order_No_17017",2154.05348925549
"Order_No_15755",1333.27174535918
"Order_No_19444",1164.27058191959
"Order_No_3554",2199.05398093456
"Order_No_3943",956.755196808579
"Order_No_26262",1380.15932401961
"Order_No_25343",2262.13362227697
"Order_No_8346",941.393870736297
"Order_No_7348",1601.48399965362
"Order_No_16703",1729.31196007866
"Order_No_25165",2074.03620130248
"Order_No_11181",1746.21447635128
"Order_No_19522",1070.99990209346
"Order_No_6242",1138.06654352031
"Order_No_16029",1297.73615736281
"Order_No_10140",970.749915052267
"Order_No_19028",2169.09117450145
"Order_No_25988",2310.98038015345
"Order_No_5306",1043.03649542682
"Order_No_15537",1441.05717828256
"Order_No_7132",1654.23280349551
"Order_No_4515",2332.53007314045
"Order_No_22468",1273.78674425627
"Order_No_26150",2389.44210232081
"Order_No_8176",1467.72088149359
"Order_No_21218",1527.84419935678
"Order_No_12390",1582.1949259234
"Order_No_27507",1509.82232042594
"Order_No_4122",1319.90193153177
"Order_No_6798",2222.07228357007
"Order_No_26188",1608.30749133704
"Order_No_19274",1389.20556532885
"Order_No_25521",1530.37388228384
"Order_No_24949",1497.65200121003
"Order_No_16309",1865.95995345236
"Order_No_22873",739.185865683077
"Order_No_2095",1973.30665116945
"Order_No_9436",961.917978198112
"Order_No_18053",2319.6172103327
"Order_No_1063",780.668468553746
"Order_No_3875",998.437596225107
"Order_No_2647",2182.97783574861
"Order_No_7628",1350.65834971046
"Order_No_20941",955.546559156
"Order_No_22306",991.94698472738
"Order_No_1563",1410.6039776971
"Order_No_17036",1056.19892273314
"Order_No_22179",1583.69272189181
"Order_No_2109",1263.27663682119
"Order_No_2777",2244.54162842612
"Order_No_9379",2391.58755495734
"Order_No_3866",1438.33098393963
"Order_No_20297",1046.60690348765
"Order_No_10280",951.79431700417
"Order_No_6937",1149.09549177664
"Order_No_9335",1694.57132693114
"Order_No_614",1838.13535319654
"Order_No_16042",2174.10402331756
"Order_No_935",957.219858267344
"Order_No_8282",788.162090566901
"Order_No_8974",1245.61163151524
"Order_No_5904",1555.09933759047
"Order_No_12844",1858.900477532
"Order_No_256",861.542985184873
"Order_No_14050",986.990647378865
"Order_No_4829",1081.54584878054
"Order_No_20977",2432.37955584704
"Order_No_19789",1132.08282885973
"Order_No_24015",1188.89355688408
"Order_No_23868",1622.70994296756
"Order_No_4842",673.153112436442
"Order_No_22210",1324.203934346
"Order_No_23354",5209.04721715293
"Order_No_6577",1491.11011539112
"Order_No_12378",1836.98895133623
"Order_No_25530",954.740198928242
"Order_No_24984",816.266482121095
"Order_No_12714",1456.43277648333
"Order_No_26084",1154.96280595875
"Order_No_23984",1666.63665580381
"Order_No_2036",1481.2957471842
"Order_No_6670",2861.93711699421
"Order_No_22080",863.458583175306
"Order_No_15856",786.811324593823
"Order_No_18926",905.063000629944
"Order_No_21966",1525.92527075892
"Order_No_4115",3040.94215774269
"Order_No_8474",1991.25013317874
"Order_No_17315",1255.54317780121
"Order_No_19890",1652.53010534729
"Order_No_23923",1684.05060862936
"Order_No_8126",3132.84102561466
"Order_No_17643",1582.98336661844
"Order_No_14091",1298.7158658581
"Order_No_11744",1272.24373603189
"Order_No_16828",1114.02663242117
"Order_No_21117",1486.94571440238
"Order_No_27658",1317.5434118544
"Order_No_9340",2386.29104475776
"Order_No_27096",1694.05959739187
"Order_No_1501",2474.95782967115
"Order_No_1457",2079.02035196581
"Order_No_22930",1309.51465847273
"Order_No_8646",846.705614008033
"Order_No_9511",1574.72926443748
"Order_No_26094",1126.70849515645
"Order_No_7002",1415.11204717604
"Order_No_15749",1353.72958699364
"Order_No_2644",1920.00383549644
"Order_No_18704",1571.61273911993
"Order_No_10368",1885.79594742695
"Order_No_3453",1108.96091429891
"Order_No_27734",969.728632711367
"Order_No_24946",983.149954957668
"Order_No_27772",2013.2413268298
"Order_No_11578",1256.24822897487
"Order_No_12446",1127.26455665581
"Order_No_2705",1011.8278159507
"Order_No_7376",914.934792969601
"Order_No_1066",1776.87176930604
"Order_No_3756",1232.65821734625
"Order_No_2753",1839.99202937902
"Order_No_16430",2735.54811403909
"Order_No_10795",964.256739426164
"Order_No_19401",2322.61362373899
"Order_No_4572",1383.57386283715
"Order_No_2411",1276.99561317348
"Order_No_9352",2153.8481358587
"Order_No_21900",1169.34652194202
"Order_No_24512",1504.18230400957
"Order_No_25323",2059.80853597788
"Order_No_14387",1121.01280604316
"Order_No_18508",1166.41733718468
"Order_No_20206",2307.58149363061
"Order_No_18088",1890.57008848708
"Order_No_7280",2332.69754569058
"Order_No_23298",1339.75979872421
"Order_No_3003",753.615958632659
"Order_No_26178",514.71912261767
"Order_No_6280",973.075847609429
"Order_No_6436",1703.22206612949
"Order_No_21055",1264.53503587862
"Order_No_24393",1172.33220464558
"Order_No_13353",1352.37705892774
"Order_No_6887",1273.94768850332
"Order_No_25408",1404.54156471708
"Order_No_27884",1171.67688869459
"Order_No_19519",1642.70623570161
"Order_No_3290",973.38001247962
"Order_No_23436",1994.644038201
"Order_No_18966",672.685483731867
"Order_No_829",2018.32068256162
"Order_No_1880",1557.65075013646
"Order_No_23337",1622.34907485318
"Order_No_7576",1305.56440597816
"Order_No_8810",2542.49939338032
"Order_No_15795",2358.51720705924
"Order_No_19469",1110.05289800165
"Order_No_2487",1779.82657614989
"Order_No_17502",1444.58364239508
"Order_No_17132",2056.15370640716
"Order_No_21254",3397.58491322009
"Order_No_10442",1646.16902557028
"Order_No_10312",1173.29288219193
"Order_No_27410",1002.03487182912
"Order_No_11326",1374.89488804316
"Order_No_12760",2372.38895036064
"Order_No_6499",1222.83919822163
"Order_No_12145",1530.79556005996
"Order_No_4070",1483.77513762496
"Order_No_21361",3395.40603975656
"Order_No_19555",1111.12968037922
"Order_No_7370",1204.40657466308
"Order_No_27330",1933.85828705139
"Order_No_6142",1451.48731533483
"Order_No_14565",1670.03538666719
"Order_No_26825",2330.4023991851
"Order_No_1174",974.365297694674
"Order_No_13671",1370.29082669304
"Order_No_19314",1326.34208022353
"Order_No_16314",1173.30684390489
"Order_No_6211",1569.33081485755
"Order_No_12870",2244.35112263593
"Order_No_27248",845.595511415943
"Order_No_4654",1347.52085263971
"Order_No_15448",2196.38647278537
"Order_No_13690",1423.68026397201
"Order_No_23109",867.048591419283
"Order_No_27343",2101.52854931267
"Order_No_19496",2322.37239878463
"Order_No_18710",1507.44883472338
"Order_No_6986",1919.96066751149
"Order_No_16459",1468.46615285083
"Order_No_28208",1326.63695848959
"Order_No_16564",1055.47953779453
"Order_No_23282",887.237670549104
"Order_No_8309",1514.74905559024
"Order_No_16616",1015.99622047609
"Order_No_21391",1553.65399164795
"Order_No_28223",1639.93014777797
"Order_No_10533",1524.1929119113
"Order_No_9456",1389.12898180554
"Order_No_2221",2334.64915880844
"Order_No_25138",2367.06784337554
"Order_No_18298",1068.30946102161
"Order_No_9510",1026.81306521813
"Order_No_2485",2863.78789702052
"Order_No_27327",989.781736768304
"Order_No_18819",1114.20524536012
"Order_No_2028",1916.81557545323
"Order_No_6571",2416.08217470354
"Order_No_28006",2372.7074647284
"Order_No_24967",1128.08801041321
"Order_No_1444",2477.23361194817
"Order_No_20501",2361.09882503812
"Order_No_15671",1726.79548817327
"Order_No_1033",868.012332362458
"Order_No_2136",1148.25379801136
"Order_No_1601",1146.27133455413
"Order_No_3174",3188.63386141354
"Order_No_23725",1584.82731106396
"Order_No_20705",879.018933205011
"Order_No_8881",3515.62314269652
"Order_No_23904",1444.35478451074
"Order_No_4742",906.40949349986
"Order_No_10182",1372.07202878695
"Order_No_20877",1244.71334125932
"Order_No_20107",1046.02610436781
"Order_No_25174",819.168296761468
"Order_No_992",1403.66590022025
"Order_No_25564",1085.18386049964
"Order_No_13620",1324.10743599192
"Order_No_25209",2637.39480130202
"Order_No_7631",925.499844480982
"Order_No_6886",1179.99809948209
"Order_No_2227",695.201699521203
"Order_No_9777",1336.71398819173
"Order_No_5450",2271.82550164041
"Order_No_26499",1914.03919063961
"Order_No_15936",1014.04064292434
"Order_No_8849",2007.15730201347
"Order_No_11169",2588.9779058461
"Order_No_4819",908.589998272218
"Order_No_18974",2693.49949631828
"Order_No_5098",1467.20244415373
"Order_No_27586",1726.16630128766
"Order_No_15052",1114.78091075679
"Order_No_3052",800.591760691112
"Order_No_11165",2220.76184502659
"Order_No_5241",1728.95620977428
"Order_No_3395",2808.28810182352
"Order_No_22174",1490.43021074981
"Order_No_12260",2844.19014643514
"Order_No_18668",1399.2918621271
"Order_No_27246",1495.44718178913
"Order_No_15071",1098.16692874432
"Order_No_22211",1383.59308266292
"Order_No_26363",1122.43716918322
"Order_No_5779",1991.90126649576
"Order_No_13413",1330.82691558779
"Order_No_12810",1195.36610703366
"Order_No_26119",1247.6230707188
"Order_No_13151",1593.24235518008
"Order_No_10631",1124.14405909161
"Order_No_3649",1695.66456886467
"Order_No_14329",1420.71699043039
"Order_No_2248",1098.64101037642
"Order_No_15215",1196.7250108403
"Order_No_10649",1688.1776512162
"Order_No_12531",1538.19354133177
"Order_No_20424",987.630525940579
"Order_No_25851",1017.98883258567
"Order_No_1657",2035.27067483819
"Order_No_9925",1022.80636947552
"Order_No_7860",3341.53261971368
"Order_No_15403",1350.29549542241
"Order_No_8544",1057.72655448664
"Order_No_18308",1384.65340716704
"Order_No_23126",795.885171359329
"Order_No_26875",1083.85254456005
"Order_No_11533",1223.9254564459
"Order_No_8815",885.837062386982
"Order_No_24322",809.200245829037
"Order_No_20793",1620.53185498961
"Order_No_3402",2087.09557105934
"Order_No_18786",1654.79389656427
"Order_No_17095",1117.54846485661
"Order_No_16441",2179.18897280311
"Order_No_22795",1508.02981385018
"Order_No_19926",1183.88584053704
"Order_No_9111",1305.43418070713
"Order_No_27945",2420.16519957108
"Order_No_5614",1374.33111107613
"Order_No_15547",908.05099018989
"Order_No_25790",1982.76314932306
"Order_No_20766",618.792782611124
"Order_No_20374",2054.01315113999
"Order_No_18385",997.236505285688
"Order_No_18143",2004.6613546358
"Order_No_4835",1523.59738426736
"Order_No_21379",2259.59937827037
"Order_No_5444",2956.48866177263
"Order_No_3401",1257.66506983359
"Order_No_6604",2496.00872356704
"Order_No_6496",1036.5532024755
"Order_No_213",1797.44247145049
"Order_No_10714",2043.05074809921
"Order_No_7152",1042.11955750031
"Order_No_82",1284.09065328425
"Order_No_1790",945.760641464765
"Order_No_13605",3573.36008480225
"Order_No_26575",2526.8263014614
"Order_No_27651",2611.62756815305
"Order_No_3745",1811.13101815539
"Order_No_25540",1253.79407679476
"Order_No_22822",1203.2028867017
"Order_No_2919",924.940425576057
"Order_No_27152",1518.90876852816
"Order_No_17411",1708.2727011061
"Order_No_23888",1087.19896763023
"Order_No_19412",1420.25852170155
"Order_No_16996",1319.6399150472
"Order_No_18132",792.612029419266
"Order_No_8127",1271.99271890501
"Order_No_7491",1413.06405302475
"Order_No_11113",868.593252681605
"Order_No_23426",2089.12988575801
"Order_No_27153",1699.04945936068
"Order_No_5242",2445.53420373606
"Order_No_8602",2265.57621715118
"Order_No_9363",1418.19653945024
"Order_No_13981",1146.81300807206
"Order_No_6513",966.382809105021
"Order_No_1027",978.414771486311
"Order_No_12745",1485.52204897677
"Order_No_20160",976.012112357916
"Order_No_11461",1665.32799668061
"Order_No_22626",2901.85122217078
"Order_No_19672",2241.47268315702
"Order_No_8299",1135.01759310048
"Order_No_26611",2049.15716502994
"Order_No_17269",1114.33564900064
"Order_No_21804",1551.31172764963
"Order_No_5698",762.410070831088
"Order_No_27035",978.025023396189
"Order_No_17814",2038.80301639067
"Order_No_12374",1432.83631445326
"Order_No_280",604.384665596445
"Order_No_15243",2015.67603810849
"Order_No_22552",1138.71018476931
"Order_No_12938",1100.53023360687
"Order_No_17756",1081.64936486241
"Order_No_9958",2342.56253302266
"Order_No_21572",1349.83751838439
"Order_No_13788",856.932072859753
"Order_No_21698",1415.66545378937
"Order_No_4568",1281.54814630538
"Order_No_18326",1060.95518279759
"Order_No_22621",1437.14424405198
"Order_No_22518",1495.56879017512
"Order_No_21981",864.839900732088
"Order_No_19943",2134.68694402579
"Order_No_1906",2069.55766323693
"Order_No_27227",1410.75548473541
"Order_No_3704",1328.23383469292
"Order_No_10015",1137.26780890677
"Order_No_4591",1326.0366024164
"Order_No_11021",1249.96369795519
"Order_No_9435",3320.27340696109
"Order_No_12606",1452.85518556858
"Order_No_8719",1424.78754133521
"Order_No_20106",921.693931541217
"Order_No_20484",2008.52208546256
"Order_No_10293",4462.27324180243
"Order_No_10503",1104.33281390351
"Order_No_26562",3385.33602749627
"Order_No_10494",1636.34890846989
"Order_No_3451",1325.9833620803
"Order_No_3553",1148.11734247455
"Order_No_9347",1587.96209898065
"Order_No_18970",1232.39035014053
"Order_No_11999",984.819527708437
"Order_No_19051",775.573555091565
"Order_No_19702",1626.34801482795
"Order_No_20102",2630.22861411688
"Order_No_5653",2105.61792658819
"Order_No_10319",2429.15847508742
"Order_No_26622",1240.77990984217
"Order_No_18514",746.481361325439
"Order_No_24105",840.344542951525
"Order_No_13407",828.046379873179
"Order_No_6773",1216.24935821428
"Order_No_4090",1817.36088625098
"Order_No_19925",1860.58674171384
"Order_No_7374",790.687833552655
"Order_No_23765",2582.54250627313
"Order_No_6304",1257.56557443305
"Order_No_25566",1394.1191924655
"Order_No_6898",2181.69252272743
"Order_No_16909",1322.15857459389
"Order_No_22681",1258.95786000445
"Order_No_10858",1261.58513549761
"Order_No_8577",2006.06719092653
"Order_No_21237",1269.57066459149
"Order_No_26568",1075.9010413748
"Order_No_18310",2077.81379060401
"Order_No_12882",1534.11756029431
"Order_No_4578",798.597984767184
"Order_No_21869",995.619083071695
"Order_No_5128",1759.76015213092
"Order_No_2609",1041.41968471685
"Order_No_241",2089.39348194426
"Order_No_4475",734.575356769709
"Order_No_5833",1766.20350723238
"Order_No_20408",1708.55045442984
"Order_No_2820",959.59951301726
"Order_No_20896",1719.44043303317
"Order_No_15377",1363.58203785524
"Order_No_14132",1356.02518914709
"Order_No_16129",1328.49025087081
"Order_No_9067",2759.34701899268
"Order_No_15157",1472.97410910685
"Order_No_16408",1565.99426925753
"Order_No_5874",2934.70011821127
"Order_No_21277",2384.02446453366
"Order_No_8317",1407.91956541833
"Order_No_2834",2775.85640716633
"Order_No_7905",1220.54172589684
"Order_No_3416",1091.74865271104
"Order_No_22709",1270.96339666108
"Order_No_10550",2102.92288833194
"Order_No_24066",3788.45997277096
"Order_No_11359",1832.62977155961
"Order_No_8030",1900.35711199516
"Order_No_1166",2307.19166177242
"Order_No_14906",3024.3827432947
"Order_No_9557",1650.66614155861
"Order_No_7864",1318.50665146949
"Order_No_944",1183.46517448158
"Order_No_19029",1098.56841890808
"Order_No_9396",2225.93085665299
"Order_No_6593",1556.56770190045
"Order_No_13737",1553.81275778183
"Order_No_5225",1649.22400888257
"Order_No_8988",929.077698772085
"Order_No_10010",2156.04353489766
"Order_No_13725",1216.19925100404
"Order_No_14420",1328.38531857855
"Order_No_1399",3474.34596234522
"Order_No_17777",1554.57885628223
"Order_No_27119",1459.15907021021
"Order_No_27768",1040.07581411755
